account_id,bureau_pull_date,credit_score_current,credit_score_3m_ago,credit_score_6m_ago,active_loan_count,total_outstanding_all_lenders,missed_payments_other_lenders_6m,worst_dpd_12m,hard_enquiries_30d,hard_enquiries_60d,hard_enquiries_90d,new_accounts_opened_6m,credit_utilisation_ratio,writeoff_or_settled_flag
ACC_02834,2024-12-01,565,553,531,3,307866,1,89,1,3,3,2,0.26,True
ACC_02835,2024-01-01,704,710,718,2,290758,0,0,0,0,0,0,0.25,False
ACC_02835,2024-06-01,712,714,709,3,318257,0,0,0,0,0,0,0.25,False
ACC_02835,2024-12-01,678,660,634,2,303598,1,84,2,2,3,1,0.34,False
ACC_02836,2024-01-01,644,627,609,4,728780,0,11,2,2,3,0,,False
ACC_02836,2024-06-01,631,608,595,4,614509,0,10,1,1,2,1,,False
ACC_02836,2024-12-01,589,565,560,2,369449,2,39,1,1,1,1,,False
ACC_02837,2024-01-01,767,763,771,2,3444892,0,0,0,0,0,0,,False
ACC_02837,2024-06-01,783,780,784,1,1621222,0,0,0,0,0,0,,False
ACC_02837,2024-12-01,786,787,784,2,4842267,0,0,0,0,0,0,,False
ACC_02838,2024-01-01,604,595,583,4,1756801,0,9,2,4,5,0,,False
ACC_02838,2024-06-01,574,558,534,2,780786,2,36,4,6,7,3,,False
ACC_02838,2024-12-01,540,524,500,3,1179730,3,33,1,2,3,2,,False
ACC_02839,2024-01-01,789,785,794,1,2253778,0,0,0,0,0,0,,False
ACC_02839,2024-06-01,794,800,800,2,6426310,0,0,0,0,0,0,,False
ACC_02839,2024-12-01,799,805,810,3,9228030,0,0,0,0,0,0,,False
ACC_02840,2024-01-01,760,770,773,3,1021963,0,0,0,0,0,0,,False
ACC_02840,2024-06-01,767,773,768,3,833717,0,0,0,0,0,0,,False
ACC_02840,2024-12-01,765,771,769,1,366115,0,0,0,0,0,0,,False
ACC_02841,2024-01-01,660,653,640,5,4380563,1,28,0,2,2,0,,False
ACC_02841,2024-06-01,645,629,614,3,2352189,1,88,1,2,4,3,,False
ACC_02841,2024-12-01,603,584,560,2,2753502,1,66,1,3,5,3,,False
ACC_02842,2024-01-01,760,757,758,1,161132,0,0,0,0,0,0,,False
ACC_02842,2024-06-01,775,779,788,2,478375,0,0,0,0,0,0,,False
ACC_02842,2024-12-01,781,778,776,3,477084,0,0,0,0,0,0,,False
ACC_02843,2024-01-01,686,686,696,1,89654,0,0,0,0,0,0,0.26,False
ACC_02843,2024-06-01,702,697,703,2,131877,0,0,0,0,0,0,0.35,False
ACC_02843,2024-12-01,659,649,633,2,165418,1,57,0,2,2,1,0.1,False
ACC_02844,2024-01-01,721,717,726,2,459142,0,0,0,0,0,0,,False
ACC_02844,2024-06-01,727,726,728,3,695853,0,0,0,0,0,0,,False
ACC_02844,2024-12-01,701,684,677,2,303230,3,76,2,4,5,1,,False
ACC_02845,2024-01-01,710,719,726,1,94081,0,0,0,0,0,0,0.39,False
ACC_02845,2024-06-01,716,721,718,3,273114,0,0,0,0,0,0,0.23,False
ACC_02845,2024-12-01,688,680,656,3,172240,3,85,4,5,5,2,0.24,False
ACC_02846,2024-01-01,695,693,691,1,42846,0,0,0,0,0,0,,False
ACC_02846,2024-06-01,705,703,706,2,88710,0,0,0,0,0,0,,False
ACC_02846,2024-12-01,665,659,643,2,93516,1,53,2,2,2,3,,False
ACC_02847,2024-01-01,753,753,762,1,604751,0,0,0,0,0,0,,False
ACC_02847,2024-06-01,762,767,772,2,1428293,0,0,0,0,0,0,,False
ACC_02847,2024-12-01,763,773,769,3,2269836,0,0,0,0,0,0,,False
ACC_02848,2024-01-01,792,789,788,3,2340490,0,0,0,0,0,0,,False
ACC_02848,2024-06-01,800,805,800,2,998507,0,0,0,0,0,0,,False
ACC_02848,2024-12-01,804,802,805,1,647061,0,0,0,0,0,0,,False
ACC_02849,2024-01-01,746,756,753,2,1757085,0,0,0,0,0,0,,False
ACC_02849,2024-06-01,752,749,755,3,3289437,0,0,0,0,0,0,,False
ACC_02849,2024-12-01,761,769,770,3,2511136,0,0,0,0,0,0,,False
ACC_02850,2024-01-01,684,682,686,2,901287,0,0,0,0,0,0,,False
ACC_02850,2024-06-01,688,684,682,2,1437100,0,0,0,0,0,0,,False
ACC_02850,2024-12-01,618,594,570,5,3644133,1,90,1,3,3,2,,True
ACC_02851,2024-01-01,743,750,759,1,648351,0,0,0,0,0,0,,False
ACC_02851,2024-06-01,752,756,752,3,1944983,0,0,0,0,0,0,,False
ACC_02851,2024-12-01,764,761,771,3,1898206,0,0,0,0,0,0,,False
ACC_02852,2024-01-01,675,653,633,3,837542,0,7,2,2,3,0,,False
ACC_02852,2024-06-01,661,641,632,2,609909,1,54,1,1,3,2,,False
ACC_02852,2024-12-01,606,592,576,2,709207,1,72,2,4,5,1,,False
ACC_02853,2024-01-01,728,731,726,3,2559133,0,0,0,0,0,0,,False
ACC_02853,2024-06-01,718,721,723,3,1938031,0,0,0,0,0,0,,False
ACC_02853,2024-12-01,672,660,638,4,3767741,2,87,4,5,5,2,,False
ACC_02854,2024-01-01,759,760,755,2,16137848,0,0,0,0,0,0,,False
ACC_02854,2024-06-01,765,762,767,1,10971575,0,0,0,0,0,0,,False
ACC_02854,2024-12-01,771,781,787,1,7059861,0,0,0,0,0,0,,False
ACC_02855,2024-01-01,755,755,765,3,1440399,0,0,0,0,0,0,,False
ACC_02855,2024-06-01,760,764,768,3,1168532,0,0,0,0,0,0,,False
ACC_02855,2024-12-01,770,776,773,3,1207441,0,0,0,0,0,0,,False
ACC_02856,2024-01-01,692,693,695,1,34762,0,0,0,0,0,0,0.37,False
ACC_02856,2024-06-01,703,712,711,1,32564,0,0,0,0,0,0,0.17,False
ACC_02856,2024-12-01,673,652,643,4,177732,3,68,4,4,4,1,0.3,False
ACC_02857,2024-01-01,747,744,741,3,320806,0,0,0,0,0,0,,False
ACC_02857,2024-06-01,750,755,763,3,228422,0,0,0,0,0,0,,False
ACC_02857,2024-12-01,763,762,770,2,190687,0,0,0,0,0,0,,False
ACC_02858,2024-01-01,798,804,811,3,4108354,0,0,0,0,0,0,,False
ACC_02858,2024-06-01,807,817,817,3,3646076,0,0,0,0,0,0,,False
ACC_02858,2024-12-01,808,811,811,2,2041547,0,0,0,0,0,0,,False
ACC_02859,2024-01-01,715,711,716,3,3882540,0,0,0,0,0,0,,False
ACC_02859,2024-06-01,724,724,733,1,1098643,0,0,0,0,0,0,,False
ACC_02859,2024-12-01,658,651,642,3,3393412,2,33,2,3,3,3,,False
ACC_02860,2024-01-01,615,592,571,5,3860175,1,26,0,0,0,1,,False
ACC_02860,2024-06-01,578,561,539,5,3513828,1,57,2,2,2,3,,False
ACC_02860,2024-12-01,557,534,521,2,970232,1,52,2,3,5,3,,False
ACC_02861,2024-01-01,771,777,775,3,216284,0,0,0,0,0,0,0.39,False
ACC_02861,2024-06-01,773,781,790,2,144925,0,0,0,0,0,0,0.39,False
ACC_02861,2024-12-01,782,790,789,2,141751,0,0,0,0,0,0,0.15,False
ACC_02862,2024-01-01,778,782,782,1,904778,0,0,0,0,0,0,,False
ACC_02862,2024-06-01,792,798,796,1,613473,0,0,0,0,0,0,,False
ACC_02862,2024-12-01,795,796,796,1,752206,0,0,0,0,0,0,,False
ACC_02863,2024-01-01,714,714,710,2,205834,0,0,0,0,0,0,,False
ACC_02863,2024-06-01,722,724,734,3,200606,0,0,0,0,0,0,,False
ACC_02863,2024-12-01,683,661,647,2,174601,1,89,1,3,5,1,,False
ACC_02864,2024-01-01,692,702,706,3,129699,0,0,0,0,0,0,,False
ACC_02864,2024-06-01,706,712,712,1,40527,0,0,0,0,0,0,,False
ACC_02864,2024-12-01,670,655,644,5,213930,2,33,0,0,1,1,,False
ACC_02865,2024-01-01,780,787,794,3,372675,0,0,0,0,0,0,,False
ACC_02865,2024-06-01,797,799,796,3,411000,0,0,0,0,0,0,,False
ACC_02865,2024-12-01,794,803,803,1,146497,0,0,0,0,0,0,,False
ACC_02866,2024-01-01,700,702,705,2,1779492,0,0,0,0,0,0,,False
ACC_02866,2024-06-01,705,702,705,1,996149,0,0,0,0,0,0,,False
ACC_02866,2024-12-01,641,616,587,5,5468139,1,77,4,6,8,2,,False
ACC_02867,2024-01-01,663,654,633,5,958407,0,18,0,0,0,1,,False
ACC_02867,2024-06-01,649,640,632,5,1512571,2,48,2,3,3,1,,False
ACC_02867,2024-12-01,601,584,573,3,690460,3,74,1,2,4,3,,True
ACC_02868,2024-01-01,747,756,758,1,154179,0,0,0,0,0,0,,False
ACC_02868,2024-06-01,762,758,760,1,159289,0,0,0,0,0,0,,False
ACC_02868,2024-12-01,765,774,775,1,262011,0,0,0,0,0,0,,False
ACC_02869,2024-01-01,617,599,589,2,869936,1,13,1,3,5,0,,False
ACC_02869,2024-06-01,600,591,574,2,709927,2,31,1,2,3,2,,False
ACC_02869,2024-12-01,555,530,521,3,1183861,1,79,4,5,5,2,,False
ACC_02870,2024-01-01,790,793,790,2,672346,0,0,0,0,0,0,,False
ACC_02870,2024-06-01,805,802,800,2,855297,0,0,0,0,0,0,,False
ACC_02870,2024-12-01,804,806,811,2,701192,0,0,0,0,0,0,,False
ACC_02871,2024-01-01,697,696,697,2,76399,0,0,0,0,0,0,0.21,False
ACC_02871,2024-06-01,711,709,715,1,58710,0,0,0,0,0,0,0.11,False
ACC_02871,2024-12-01,670,647,630,2,117687,1,65,2,3,4,3,0.4,False
ACC_02872,2024-01-01,772,771,776,2,178091,0,0,0,0,0,0,,False
ACC_02872,2024-06-01,779,780,783,1,68978,0,0,0,0,0,0,,False
ACC_02872,2024-12-01,789,793,802,1,84101,0,0,0,0,0,0,,False
ACC_02873,2024-01-01,745,755,756,2,1366112,0,0,0,0,0,0,,False
ACC_02873,2024-06-01,756,752,751,1,752924,0,0,0,0,0,0,,False
ACC_02873,2024-12-01,761,771,778,2,1740900,0,0,0,0,0,0,,False
ACC_02874,2024-01-01,743,747,750,2,6641230,0,0,0,0,0,0,,False
ACC_02874,2024-06-01,759,754,754,1,1962977,0,0,0,0,0,0,,False
ACC_02874,2024-12-01,766,769,770,1,3034736,0,0,0,0,0,0,,False
ACC_02875,2024-01-01,749,755,765,3,10102437,0,0,0,0,0,0,,False
ACC_02875,2024-06-01,768,766,765,2,7478959,0,0,0,0,0,0,,False
ACC_02875,2024-12-01,769,770,779,3,9135884,0,0,0,0,0,0,,False
ACC_02876,2024-01-01,749,751,747,2,898953,0,0,0,0,0,0,,False
ACC_02876,2024-06-01,765,773,776,2,864090,0,0,0,0,0,0,,False
ACC_02876,2024-12-01,767,776,773,3,1721358,0,0,0,0,0,0,,False
ACC_02877,2024-01-01,617,612,587,5,2800032,0,1,1,3,3,0,,False
ACC_02877,2024-06-01,588,575,569,3,1636977,3,47,1,3,5,3,,False
ACC_02877,2024-12-01,554,543,517,5,2319380,1,53,1,3,3,1,,True
ACC_02878,2024-01-01,671,667,666,1,351073,0,0,0,0,0,0,,False
ACC_02878,2024-06-01,685,686,684,2,561585,0,0,0,0,0,0,,False
ACC_02878,2024-12-01,610,586,567,5,1217396,2,80,1,3,3,2,,False
ACC_02879,2024-01-01,726,724,722,2,784478,0,0,0,0,0,0,,False
ACC_02879,2024-06-01,733,728,737,1,321555,0,0,0,0,0,0,,False
ACC_02879,2024-12-01,660,648,634,4,1706923,2,83,1,2,4,2,,False
ACC_02880,2024-01-01,768,776,774,2,297331,0,0,0,0,0,0,,False
ACC_02880,2024-06-01,772,776,781,1,238990,0,0,0,0,0,0,,False
ACC_02880,2024-12-01,787,782,785,2,484287,0,0,0,0,0,0,,False
ACC_02881,2024-01-01,647,626,621,5,719740,0,16,1,1,3,0,,False
ACC_02881,2024-06-01,632,618,588,4,742406,1,9,2,4,4,0,,False
ACC_02881,2024-12-01,584,572,543,3,596304,3,39,3,4,4,3,,False
ACC_02882,2024-01-01,772,775,771,2,340742,0,0,0,0,0,0,,False
ACC_02882,2024-06-01,786,786,786,1,206777,0,0,0,0,0,0,,False
ACC_02882,2024-12-01,797,795,795,1,140900,0,0,0,0,0,0,,False
ACC_02883,2024-01-01,713,718,716,2,15277974,0,0,0,0,0,0,,False
ACC_02883,2024-06-01,725,726,722,1,5642238,0,0,0,0,0,0,,False
ACC_02883,2024-12-01,687,675,648,4,25376842,2,51,1,2,2,3,,False
ACC_02884,2024-01-01,729,738,740,1,788570,0,0,0,0,0,0,,False
ACC_02884,2024-06-01,742,751,752,3,2432380,0,0,0,0,0,0,,False
ACC_02884,2024-12-01,668,649,639,3,2130736,3,73,2,3,3,3,,False
ACC_02885,2024-01-01,751,757,765,3,243445,0,0,0,0,0,0,0.11,False
ACC_02885,2024-06-01,762,764,765,3,167122,0,0,0,0,0,0,0.27,False
ACC_02885,2024-12-01,767,764,774,2,154532,0,0,0,0,0,0,0.22,False
ACC_02886,2024-01-01,598,573,545,3,5356788,1,14,2,3,5,1,,False
ACC_02886,2024-06-01,572,562,536,3,5258297,1,72,1,3,5,2,,False
ACC_02886,2024-12-01,547,533,517,2,5939689,2,34,3,4,4,1,,True
ACC_02887,2024-01-01,606,589,567,4,3481603,0,21,0,2,3,0,,False
ACC_02887,2024-06-01,575,552,522,5,6245302,3,83,3,4,4,2,,False
ACC_02887,2024-12-01,540,532,510,2,2479823,1,39,3,5,5,3,,False
ACC_02888,2024-01-01,678,685,680,1,670402,0,0,0,0,0,0,,False
ACC_02888,2024-06-01,672,671,666,1,769835,0,0,0,0,0,0,,False
ACC_02888,2024-12-01,614,605,591,4,2563298,1,63,1,3,3,1,,False
ACC_02889,2024-01-01,677,672,667,1,397442,0,0,0,0,0,0,,False
ACC_02889,2024-06-01,684,684,679,3,1881582,0,0,0,0,0,0,,False
ACC_02889,2024-12-01,652,637,619,2,1054673,1,82,3,3,4,1,,False
ACC_02890,2024-01-01,711,715,714,2,106173,0,0,0,0,0,0,0.25,False
ACC_02890,2024-06-01,731,733,730,1,70672,0,0,0,0,0,0,0.36,False
ACC_02890,2024-12-01,686,673,648,4,238838,1,32,0,1,2,2,0.1,False
ACC_02891,2024-01-01,638,629,612,5,1976635,0,14,0,1,1,1,,False
ACC_02891,2024-06-01,606,600,584,2,831287,2,82,4,6,7,1,,False
ACC_02891,2024-12-01,582,565,558,3,1566050,1,37,1,1,2,2,,False
ACC_02892,2024-01-01,698,697,695,2,1376408,0,0,0,0,0,0,,False
ACC_02892,2024-06-01,699,704,702,3,2187583,0,0,0,0,0,0,,False
ACC_02892,2024-12-01,629,610,602,5,3280790,3,82,4,5,7,1,,False
ACC_02893,2024-01-01,763,770,774,2,52288,0,0,0,0,0,0,0.37,False
ACC_02893,2024-06-01,774,779,777,3,104262,0,0,0,0,0,0,0.11,False
ACC_02893,2024-12-01,778,777,786,1,32504,0,0,0,0,0,0,0.34,False
ACC_02894,2024-01-01,759,756,762,1,804917,0,0,0,0,0,0,,False
ACC_02894,2024-06-01,769,772,781,1,508092,0,0,0,0,0,0,,False
ACC_02894,2024-12-01,773,777,785,3,2597467,0,0,0,0,0,0,,False
ACC_02895,2024-01-01,634,623,603,3,2327436,1,20,2,3,4,1,,False
ACC_02895,2024-06-01,612,589,584,5,3821186,1,34,2,3,3,2,,False
ACC_02895,2024-12-01,578,562,540,2,1165688,3,63,1,2,3,1,,False
ACC_02896,2024-01-01,775,780,776,3,870493,0,0,0,0,0,0,,False
ACC_02896,2024-06-01,785,792,797,2,818228,0,0,0,0,0,0,,False
ACC_02896,2024-12-01,792,789,788,3,965007,0,0,0,0,0,0,,False
ACC_02897,2024-01-01,607,585,574,3,1972224,0,15,0,2,4,0,,False
ACC_02897,2024-06-01,594,587,582,2,1269454,1,38,2,2,3,2,,False
ACC_02897,2024-12-01,547,531,516,5,3753082,3,82,2,3,3,3,,False
ACC_02898,2024-01-01,760,764,763,1,35877,0,0,0,0,0,0,,False
ACC_02898,2024-06-01,768,768,764,2,85370,0,0,0,0,0,0,,False
ACC_02898,2024-12-01,776,777,775,2,71712,0,0,0,0,0,0,,False
ACC_02899,2024-01-01,771,769,764,2,315046,0,0,0,0,0,0,,False
ACC_02899,2024-06-01,786,792,790,1,146348,0,0,0,0,0,0,,False
ACC_02899,2024-12-01,785,791,789,3,470105,0,0,0,0,0,0,,False
ACC_02900,2024-01-01,627,611,582,2,2684325,0,6,1,1,2,0,,False
ACC_02900,2024-06-01,598,580,554,5,6699331,3,34,4,4,6,1,,False
ACC_02900,2024-12-01,572,562,535,4,6294009,3,44,2,2,3,3,,False
ACC_02901,2024-01-01,673,678,685,3,545283,0,0,0,0,0,0,,False
ACC_02901,2024-06-01,689,688,684,2,349922,0,0,0,0,0,0,,False
ACC_02901,2024-12-01,652,630,612,2,486443,3,49,3,4,6,2,,False
ACC_02902,2024-01-01,634,609,581,3,1240904,1,28,1,1,1,0,,False
ACC_02902,2024-06-01,626,615,586,4,2078709,2,89,2,4,6,3,,False
ACC_02902,2024-12-01,571,547,537,4,1472553,1,36,3,4,4,2,,False
ACC_02903,2024-01-01,718,722,730,1,819704,0,0,0,0,0,0,,False
ACC_02903,2024-06-01,727,732,736,1,999184,0,0,0,0,0,0,,False
ACC_02903,2024-12-01,655,632,607,2,1409086,1,87,3,5,5,3,,False
ACC_02904,2024-01-01,740,748,746,3,5138154,0,0,0,0,0,0,,False
ACC_02904,2024-06-01,751,756,757,2,3272842,0,0,0,0,0,0,,False
ACC_02904,2024-12-01,755,753,748,3,4214396,0,0,0,0,0,0,,False
ACC_02905,2024-01-01,622,613,602,5,1463153,0,14,1,1,1,1,,False
ACC_02905,2024-06-01,588,583,577,4,1259610,2,89,3,5,5,1,,False
ACC_02905,2024-12-01,560,537,508,2,729605,2,89,1,3,5,2,,False
ACC_02906,2024-01-01,706,707,708,1,261491,0,0,0,0,0,0,,False
ACC_02906,2024-06-01,714,714,712,2,466330,0,0,0,0,0,0,,False
ACC_02906,2024-12-01,675,650,634,2,580667,2,37,1,1,2,3,,False
ACC_02907,2024-01-01,707,705,700,3,2020566,0,0,0,0,0,0,,False
ACC_02907,2024-06-01,722,721,724,1,913529,0,0,0,0,0,0,,False
ACC_02907,2024-12-01,653,634,608,4,4133850,2,88,4,6,8,2,,True
ACC_02908,2024-01-01,689,688,698,3,3354432,0,0,0,0,0,0,,False
ACC_02908,2024-06-01,700,706,701,1,1592785,0,0,0,0,0,0,,False
ACC_02908,2024-12-01,635,612,594,2,2582675,1,43,2,3,5,3,,False
ACC_02909,2024-01-01,632,620,611,3,464003,1,4,1,1,3,1,,False
ACC_02909,2024-06-01,622,606,597,2,422028,2,33,2,2,3,2,,False
ACC_02909,2024-12-01,566,554,532,5,1185297,3,81,3,5,5,3,,False
ACC_02910,2024-01-01,745,740,750,2,431856,0,0,0,0,0,0,,False
ACC_02910,2024-06-01,752,759,769,3,684635,0,0,0,0,0,0,,False
ACC_02910,2024-12-01,755,765,762,2,361400,0,0,0,0,0,0,,False
ACC_02911,2024-01-01,758,765,766,2,172869,0,0,0,0,0,0,,False
ACC_02911,2024-06-01,767,774,784,1,54619,0,0,0,0,0,0,,False
ACC_02911,2024-12-01,774,780,779,2,113424,0,0,0,0,0,0,,False
ACC_02912,2024-01-01,742,740,742,3,255495,0,0,0,0,0,0,0.3,False
ACC_02912,2024-06-01,747,751,751,1,70632,0,0,0,0,0,0,0.18,False
ACC_02912,2024-12-01,756,752,752,2,167662,0,0,0,0,0,0,0.26,False
ACC_02913,2024-01-01,685,680,687,3,995203,0,0,0,0,0,0,,False
ACC_02913,2024-06-01,700,699,709,2,642693,0,0,0,0,0,0,,False
ACC_02913,2024-12-01,669,648,623,2,410410,2,63,1,3,3,2,,False
ACC_02914,2024-01-01,689,694,691,3,904132,0,0,0,0,0,0,,False
ACC_02914,2024-06-01,699,698,695,1,391647,0,0,0,0,0,0,,False
ACC_02914,2024-12-01,672,666,652,2,813451,3,82,3,4,4,3,,False
ACC_02915,2024-01-01,736,745,741,1,138744,0,0,0,0,0,0,,False
ACC_02915,2024-06-01,746,755,753,1,168498,0,0,0,0,0,0,,False
ACC_02915,2024-12-01,760,757,763,1,115157,0,0,0,0,0,0,,False
ACC_02916,2024-01-01,730,727,727,3,1475942,0,0,0,0,0,0,,False
ACC_02916,2024-06-01,737,742,743,2,1772580,0,0,0,0,0,0,,False
ACC_02916,2024-12-01,700,678,672,4,2454092,3,80,4,5,7,3,,False
ACC_02917,2024-01-01,600,594,582,2,170498,1,23,1,3,3,1,,False
ACC_02917,2024-06-01,597,592,571,3,259448,1,39,2,2,4,3,,False
ACC_02917,2024-12-01,545,539,519,5,458740,2,52,3,4,5,2,,False
ACC_02918,2024-01-01,787,792,788,3,435639,0,0,0,0,0,0,,False
ACC_02918,2024-06-01,796,796,792,2,406047,0,0,0,0,0,0,,False
ACC_02918,2024-12-01,807,812,807,1,212194,0,0,0,0,0,0,,False
ACC_02919,2024-01-01,801,806,807,3,473419,0,0,0,0,0,0,,False
ACC_02919,2024-06-01,807,804,805,2,303764,0,0,0,0,0,0,,False
ACC_02919,2024-12-01,819,827,831,3,402956,0,0,0,0,0,0,,False
ACC_02920,2024-01-01,708,710,714,2,2360052,0,0,0,0,0,0,,False
ACC_02920,2024-06-01,719,718,716,1,1138049,0,0,0,0,0,0,,False
ACC_02920,2024-12-01,645,621,601,5,5125095,1,40,4,5,6,2,,False
ACC_02921,2024-01-01,771,768,763,2,352892,0,0,0,0,0,0,,False
ACC_02921,2024-06-01,778,782,791,3,626433,0,0,0,0,0,0,,False
ACC_02921,2024-12-01,777,786,786,1,208783,0,0,0,0,0,0,,False
ACC_02922,2024-01-01,717,725,728,2,501826,0,0,0,0,0,0,,False
ACC_02922,2024-06-01,727,733,729,1,261872,0,0,0,0,0,0,,False
ACC_02922,2024-12-01,696,676,663,5,1327998,1,64,3,5,5,1,,False
ACC_02923,2024-01-01,781,777,774,3,871763,0,0,0,0,0,0,,False
ACC_02923,2024-06-01,785,795,794,3,901959,0,0,0,0,0,0,,False
ACC_02923,2024-12-01,789,789,791,1,312788,0,0,0,0,0,0,,False
ACC_02924,2024-01-01,692,694,694,2,854799,0,0,0,0,0,0,,False
ACC_02924,2024-06-01,706,713,715,1,456588,0,0,0,0,0,0,,False
ACC_02924,2024-12-01,670,651,646,5,2551119,1,82,2,4,4,3,,False
ACC_02925,2024-01-01,638,626,605,4,1208298,1,7,2,2,4,0,,False
ACC_02925,2024-06-01,606,581,552,4,1225375,3,44,2,4,5,3,,False
ACC_02925,2024-12-01,573,568,552,3,1352890,2,53,2,3,3,3,,False
ACC_02926,2024-01-01,753,756,758,1,1319901,0,0,0,0,0,0,,False
ACC_02926,2024-06-01,760,770,778,2,3204005,0,0,0,0,0,0,,False
ACC_02926,2024-12-01,773,768,772,1,1756458,0,0,0,0,0,0,,False
ACC_02927,2024-01-01,762,772,775,1,386265,0,0,0,0,0,0,,False
ACC_02927,2024-06-01,772,767,766,1,351783,0,0,0,0,0,0,,False
ACC_02927,2024-12-01,777,774,779,2,628490,0,0,0,0,0,0,,False
ACC_02928,2024-01-01,620,595,567,4,2902564,1,4,2,4,4,1,,False
ACC_02928,2024-06-01,609,597,576,3,1489414,1,66,1,2,2,2,,False
ACC_02928,2024-12-01,563,548,520,5,2555874,3,75,4,4,4,3,,False
ACC_02929,2024-01-01,712,720,722,3,27430916,0,0,0,0,0,0,,False
ACC_02929,2024-06-01,728,727,725,3,36072466,0,0,0,0,0,0,,False
ACC_02929,2024-12-01,689,680,658,2,18448742,2,43,2,4,4,1,,False
ACC_02930,2024-01-01,729,724,731,2,149473,0,0,0,0,0,0,,False
ACC_02930,2024-06-01,714,716,719,3,340296,0,0,0,0,0,0,,False
ACC_02930,2024-12-01,668,653,638,5,583868,1,54,1,3,3,2,,False
ACC_02931,2024-01-01,709,710,709,3,176103,0,0,0,0,0,0,,False
ACC_02931,2024-06-01,727,733,731,3,151131,0,0,0,0,0,0,,False
ACC_02931,2024-12-01,691,678,672,4,217268,2,59,1,2,3,1,,False
ACC_02932,2024-01-01,670,665,648,2,152584,1,0,1,3,3,1,,False
ACC_02932,2024-06-01,650,626,612,3,208105,1,70,2,3,4,2,,False
ACC_02932,2024-12-01,605,599,581,2,172844,1,85,4,6,7,3,,False
ACC_02933,2024-01-01,627,612,595,3,107393,1,16,2,4,6,0,0.13,False
ACC_02933,2024-06-01,623,603,576,3,87518,1,32,0,1,2,1,0.33,False
ACC_02933,2024-12-01,566,558,550,5,176515,2,85,1,3,4,3,0.33,False
ACC_02934,2024-01-01,785,788,794,1,259624,0,0,0,0,0,0,,False
ACC_02934,2024-06-01,793,796,794,2,543798,0,0,0,0,0,0,,False
ACC_02934,2024-12-01,801,803,804,2,581223,0,0,0,0,0,0,,False
ACC_02935,2024-01-01,795,791,793,1,324634,0,0,0,0,0,0,,False
ACC_02935,2024-06-01,812,820,827,3,1339190,0,0,0,0,0,0,,False
ACC_02935,2024-12-01,812,809,817,2,737189,0,0,0,0,0,0,,False
ACC_02936,2024-01-01,741,750,746,1,1635477,0,0,0,0,0,0,,False
ACC_02936,2024-06-01,752,750,747,3,4529195,0,0,0,0,0,0,,False
ACC_02936,2024-12-01,754,759,763,2,3357039,0,0,0,0,0,0,,False
ACC_02937,2024-01-01,772,772,773,2,3066736,0,0,0,0,0,0,,False
ACC_02937,2024-06-01,777,773,775,1,987073,0,0,0,0,0,0,,False
ACC_02937,2024-12-01,787,793,798,1,1095183,0,0,0,0,0,0,,False
ACC_02938,2024-01-01,696,706,710,3,13852786,0,0,0,0,0,0,,False
ACC_02938,2024-06-01,701,706,707,3,15033801,0,0,0,0,0,0,,False
ACC_02938,2024-12-01,672,647,632,5,21140454,2,33,2,2,4,3,,False
ACC_02939,2024-01-01,767,765,764,1,655689,0,0,0,0,0,0,,False
ACC_02939,2024-06-01,774,776,784,2,1260586,0,0,0,0,0,0,,False
ACC_02939,2024-12-01,781,791,786,1,632623,0,0,0,0,0,0,,False
ACC_02940,2024-01-01,749,744,740,1,2835873,0,0,0,0,0,0,,False
ACC_02940,2024-06-01,752,750,746,2,6639634,0,0,0,0,0,0,,False
ACC_02940,2024-12-01,757,759,761,2,6008394,0,0,0,0,0,0,,False
ACC_02941,2024-01-01,756,765,769,1,58565,0,0,0,0,0,0,,False
ACC_02941,2024-06-01,768,767,774,1,78907,0,0,0,0,0,0,,False
ACC_02941,2024-12-01,776,773,768,3,242797,0,0,0,0,0,0,,False
ACC_02942,2024-01-01,676,681,683,2,674409,0,0,0,0,0,0,,False
ACC_02942,2024-06-01,684,687,688,1,318740,0,0,0,0,0,0,,False
ACC_02942,2024-12-01,654,644,626,4,1482396,3,64,0,2,2,2,,False
ACC_02943,2024-01-01,773,768,763,3,5909030,0,0,0,0,0,0,,False
ACC_02943,2024-06-01,780,775,771,2,4787013,0,0,0,0,0,0,,False
ACC_02943,2024-12-01,781,779,779,1,2320801,0,0,0,0,0,0,,False
ACC_02944,2024-01-01,715,724,732,2,1053216,0,0,0,0,0,0,,False
ACC_02944,2024-06-01,731,734,743,3,1715268,0,0,0,0,0,0,,False
ACC_02944,2024-12-01,696,685,680,3,1759360,1,71,4,4,4,2,,False
ACC_02945,2024-01-01,620,603,581,4,3217562,0,29,0,1,1,0,,False
ACC_02945,2024-06-01,615,609,590,3,3005456,2,47,1,3,3,1,,False
ACC_02945,2024-12-01,562,541,523,5,4971244,2,40,4,5,6,3,,False
ACC_02946,2024-01-01,771,780,784,3,2011151,0,0,0,0,0,0,,False
ACC_02946,2024-06-01,777,774,771,2,1048193,0,0,0,0,0,0,,False
ACC_02946,2024-12-01,780,783,780,3,1525508,0,0,0,0,0,0,,False
ACC_02947,2024-01-01,705,714,715,2,1004998,0,0,0,0,0,0,,False
ACC_02947,2024-06-01,710,720,722,1,627662,0,0,0,0,0,0,,False
